Geo Point;Geo Shape;gid;geom_err;typologie;cdate;mdate;nom_commune;code_commune
44.80715729369596, -0.6309369741707278;"{""coordinates"": [[[-0.630941, 44.8071331], [-0.6309136, 44.8071379], [-0.6309335, 44.8071816], [-0.63096, 44.8071771], [-0.630941, 44.8071331]]], ""type"": ""Polygon""}";748991;;VT;2022-11-22T13:47:37+01:00;2022-11-22T13:48:22+01:00;Pessac;33318
44.88319284193362, -0.5706133156189274;"{""coordinates"": [[[-0.5706455, 44.8831887], [-0.5705844, 44.8831802], [-0.5705821, 44.8831969], [-0.5706404, 44.8832057], [-0.5706455, 44.8831887]]], ""type"": ""Polygon""}";80816;;VT;2009-04-06T00:00:00+02:00;2022-09-05T12:16:59+02:00;Bordeaux;33063
44.87952012799087, -0.5709832610008513;"{""coordinates"": [[[-0.5709725, 44.8795354], [-0.5709893, 44.8795365], [-0.5709936, 44.8795047], [-0.5709778, 44.8795033], [-0.5709725, 44.8795354]]], ""type"": ""Polygon""}";85232;;VT;2010-10-27T00:00:00+02:00;2022-09-05T12:23:14+02:00;Bordeaux;33063
44.8783991456939, -0.5434762903990128;"{""coordinates"": [[[-0.5434978, 44.8783804], [-0.5434775, 44.8783747], [-0.5434548, 44.8784184], [-0.543475, 44.8784234], [-0.5434978, 44.8783804]]], ""type"": ""Polygon""}";77902;;VT;2017-08-21T00:00:00+02:00;2022-09-05T12:36:27+02:00;Bordeaux;33063
44.86291370784269, -0.5566907894397451;"{""coordinates"": [[[-0.5566986, 44.8629359], [-0.5567197, 44.8629233], [-0.556683, 44.8628913], [-0.556662, 44.8629046], [-0.5566986, 44.8629359]]], ""type"": ""Polygon""}";78328;;VT;2009-12-03T00:00:00+01:00;2022-09-05T13:04:52+02:00;Bordeaux;33063
44.862848883990694, -0.5671597742688866;"{""coordinates"": [[[-0.5671831, 44.8628316], [-0.5671614, 44.8628248], [-0.5671363, 44.8628657], [-0.5671585, 44.862873], [-0.5671831, 44.8628316]]], ""type"": ""Polygon""}";78782;;VT;2008-11-18T00:00:00+01:00;2022-09-05T13:12:05+02:00;Bordeaux;33063
44.86054332020948, -0.5682961414048059;"{""coordinates"": [[[-0.5682704, 44.8605644], [-0.5682933, 44.8605724], [-0.5683219, 44.8605232], [-0.5682988, 44.8605139], [-0.5682704, 44.8605644]]], ""type"": ""Polygon""}";720547;;VT;2022-09-05T13:17:17+02:00;2022-09-05T13:19:21+02:00;Bordeaux;33063
44.865049284139275, -0.5713687607964631;"{""coordinates"": [[[-0.5713521, 44.8650369], [-0.5713435, 44.865052], [-0.5713863, 44.8650623], [-0.5713923, 44.8650453], [-0.5713521, 44.8650369]]], ""type"": ""Polygon""}";612274;;VT;2021-09-14T11:37:51+02:00;2022-09-05T13:23:56+02:00;Bordeaux;33063
44.820474127923454, -0.5684867349636488;"{""coordinates"": [[[-0.5684624, 44.8204881], [-0.568517, 44.8204734], [-0.5685091, 44.8204599], [-0.5684566, 44.8204755], [-0.5684624, 44.8204881]]], ""type"": ""Polygon""}";702442;;VT;2022-06-13T10:40:29+02:00;2022-09-05T10:43:48+02:00;Bordeaux;33063
44.823772178074094, -0.5726412318671559;"{""coordinates"": [[[-0.5726273, 44.8237396], [-0.5726324, 44.8238055], [-0.5726549, 44.8238045], [-0.5726505, 44.8237397], [-0.5726273, 44.8237396]]], ""type"": ""Polygon""}";702397;;VT;2022-06-13T10:26:58+02:00;2022-10-10T10:14:14+02:00;Bordeaux;33063
44.82460890748729, -0.5779375861716075;"{""coordinates"": [[[-0.5779211, 44.8245908], [-0.5779104, 44.8246018], [-0.577953, 44.8246268], [-0.5779652, 44.824616], [-0.5779211, 44.8245908]]], ""type"": ""Polygon""}";703002;;VT;2022-06-13T14:34:05+02:00;2022-09-05T10:54:06+02:00;Bordeaux;33063
44.82535750845251, -0.5775397485507545;"{""coordinates"": [[[-0.57757, 44.8253443], [-0.5775485, 44.8253322], [-0.5775089, 44.8253706], [-0.5775324, 44.8253824], [-0.57757, 44.8253443]]], ""type"": ""Polygon""}";703034;;VT;2022-06-13T14:46:50+02:00;2022-09-05T10:56:04+02:00;Bordeaux;33063
44.827492530046364, -0.5800597161809453;"{""coordinates"": [[[-0.5800831, 44.8274734], [-0.5800598, 44.8274655], [-0.5800361, 44.8275122], [-0.5800601, 44.827519], [-0.5800831, 44.8274734]]], ""type"": ""Polygon""}";702522;;VT;2022-06-13T11:14:09+02:00;2022-09-05T11:04:57+02:00;Bordeaux;33063
44.80504638286817, -0.6538122905051186;"{""coordinates"": [[[-0.6538457, 44.8050343], [-0.653819, 44.8050394], [-0.6537737, 44.8050454], [-0.6537769, 44.8050572], [-0.6538491, 44.8050482], [-0.6538457, 44.8050343]]], ""type"": ""Polygon""}";749915;;VT;2022-11-22T16:03:13+01:00;2022-11-22T16:03:34+01:00;Pessac;33318
44.8111284350721, -0.6195045524472201;"{""coordinates"": [[[-0.6194704, 44.8111306], [-0.6194808, 44.8111453], [-0.6195379, 44.8111268], [-0.6195288, 44.8111113], [-0.6194704, 44.8111306]]], ""type"": ""Polygon""}";748902;;S;2022-11-22T13:34:54+01:00;2022-11-22T13:35:23+01:00;Pessac;33318
44.786297767996224, -0.6388515771240457;"{""coordinates"": [[[-0.6388346, 44.7863234], [-0.6388528, 44.7863208], [-0.6388904, 44.7862779], [-0.6388238, 44.7862846], [-0.6388346, 44.7863234]]], ""type"": ""Polygon""}";749183;;S;2022-11-22T14:16:00+01:00;2022-11-22T14:16:24+01:00;Pessac;33318
44.95305451888812, -0.548189937205289;"{""coordinates"": [[[-0.5481622, 44.9530337], [-0.5481522, 44.9530526], [-0.5482163, 44.9530755], [-0.5482279, 44.953056], [-0.5481622, 44.9530337]]], ""type"": ""Polygon""}";845440;;S;2023-05-22T10:22:57+02:00;2023-08-29T09:15:11+02:00;Parempuyre;33312
44.780447436141614, -0.569223705054647;"{""coordinates"": [[[-0.5692067, 44.7804703], [-0.5692569, 44.7804389], [-0.5692394, 44.7804245], [-0.5691906, 44.7804568], [-0.5692067, 44.7804703]]], ""type"": ""Polygon""}";772750;;V;2023-02-22T15:52:23+01:00;2023-02-22T15:54:07+01:00;Villenave-d'Ornon;33550
44.77664969868502, -0.5327763236544358;"{""coordinates"": [[[-0.5327576, 44.77664], [-0.5327531, 44.7766538], [-0.5327954, 44.7766596], [-0.5327988, 44.7766452], [-0.5327576, 44.77664]]], ""type"": ""Polygon""}";787834;;V;2023-03-08T13:05:19+01:00;2023-03-08T13:05:57+01:00;Villenave-d'Ornon;33550
44.76599614975509, -0.5624870663453942;"{""coordinates"": [[[-0.5624649, 44.7659899], [-0.5624897, 44.7660137], [-0.5625097, 44.7660033], [-0.5624837, 44.765978], [-0.5624649, 44.7659899]]], ""type"": ""Polygon""}";787903;;V;2023-03-08T13:21:56+01:00;2023-03-08T13:22:45+01:00;Villenave-d'Ornon;33550
44.75702393110381, -0.5839717528405393;"{""coordinates"": [[[-0.5839953, 44.7570126], [-0.5839746, 44.7570042], [-0.5839482, 44.7570349], [-0.583969, 44.7570438], [-0.5839953, 44.7570126]]], ""type"": ""Polygon""}";787920;;V;2023-03-08T13:26:25+01:00;2023-03-08T13:27:15+01:00;Villenave-d'Ornon;33550
44.764312266935285, -0.5851912984886;"{""coordinates"": [[[-0.5852096, 44.7643287], [-0.5851962, 44.7642913], [-0.5851736, 44.7642954], [-0.5851855, 44.7643329], [-0.5852096, 44.7643287]]], ""type"": ""Polygon""}";787937;;V;2023-03-08T13:30:53+01:00;2023-03-08T13:31:31+01:00;Villenave-d'Ornon;33550
44.766803442021306, -0.5801507713480561;"{""coordinates"": [[[-0.580166, 44.7667849], [-0.5801398, 44.7667827], [-0.5801354, 44.7668221], [-0.580162, 44.7668239], [-0.580166, 44.7667849]]], ""type"": ""Polygon""}";787954;;V;2023-03-08T13:35:33+01:00;2023-03-08T13:36:31+01:00;Villenave-d'Ornon;33550
44.77140840271439, -0.5413456756335107;"{""coordinates"": [[[-0.5413204, 44.7714031], [-0.5413583, 44.7714242], [-0.541371, 44.7714147], [-0.5413343, 44.7713924], [-0.5413204, 44.7714031]]], ""type"": ""Polygon""}";788027;;V;2023-03-08T13:54:17+01:00;2023-03-08T13:55:04+01:00;Villenave-d'Ornon;33550
44.89948709945803, -0.5166756553119575;"{""coordinates"": [[[-0.5166646, 44.8995037], [-0.5166916, 44.8995021], [-0.5166864, 44.8994701], [-0.5166598, 44.8994724], [-0.5166646, 44.8995037]]], ""type"": ""Polygon""}";845637;;V;2023-05-22T11:41:40+02:00;2023-05-22T11:42:14+02:00;Bassens;33032
44.86738790339755, -0.4953647107766614;"{""coordinates"": [[[-0.4953407, 44.8674022], [-0.4953659, 44.8674119], [-0.4953893, 44.8673736], [-0.4953624, 44.8673644], [-0.4953407, 44.8674022]]], ""type"": ""Polygon""}";757272;;VS;2022-12-19T13:29:23+01:00;2022-12-19T13:29:41+01:00;Artigues-près-Bordeaux;33013
44.86194614837857, -0.4908188141295506;"{""coordinates"": [[[-0.4908294, 44.8619257], [-0.4908061, 44.861926], [-0.4908073, 44.8619661], [-0.4908324, 44.8619658], [-0.4908294, 44.8619257]]], ""type"": ""Polygon""}";757289;;VS;2022-12-19T13:31:05+01:00;2022-12-19T13:31:32+01:00;Artigues-près-Bordeaux;33013
44.859014910110226, -0.4975614409908957;"{""coordinates"": [[[-0.4975822, 44.8589897], [-0.4975392, 44.8589897], [-0.4975417, 44.8590407], [-0.4975828, 44.8590403], [-0.4975822, 44.8589897]]], ""type"": ""Polygon""}";757311;;VS;2022-12-19T13:33:50+01:00;2022-12-19T13:34:09+01:00;Artigues-près-Bordeaux;33013
44.85096622790959, -0.5815415060733098;"{""coordinates"": [[[-0.5815598, 44.8509487], [-0.5815386, 44.850945], [-0.5815234, 44.8509845], [-0.5815442, 44.8509872], [-0.5815598, 44.8509487]]], ""type"": ""Polygon""}";730465;;VT;2022-10-10T11:57:22+02:00;2022-10-20T10:22:42+02:00;Bordeaux;33063
44.850476007076516, -0.5778343028543178;"{""coordinates"": [[[-0.5777997, 44.8504562], [-0.5778134, 44.8504797], [-0.5778573, 44.8504939], [-0.5778664, 44.8504768], [-0.5777997, 44.8504562]]], ""type"": ""Polygon""}";734538;;VT;2022-10-20T10:26:44+02:00;2023-02-03T11:05:13+01:00;Bordeaux;33063
44.83425052532723, -0.6066261964125454;"{""coordinates"": [[[-0.6065978, 44.8342496], [-0.6066457, 44.8342664], [-0.6066545, 44.8342507], [-0.6066054, 44.834235], [-0.6065978, 44.8342496]]], ""type"": ""Polygon""}";732556;;VT;2022-10-17T11:39:44+02:00;2022-10-21T08:29:19+02:00;Bordeaux;33063
44.82804264763001, -0.5748000262329684;"{""coordinates"": [[[-0.5748073, 44.8280278], [-0.5747807, 44.8280488], [-0.5747925, 44.8280576], [-0.5748195, 44.8280364], [-0.5748073, 44.8280278]]], ""type"": ""Polygon""}";730713;;VT;2022-10-10T15:42:16+02:00;2022-10-21T08:44:17+02:00;Bordeaux;33063
44.829227547973126, -0.5723628410576553;"{""coordinates"": [[[-0.5723747, 44.8292082], [-0.5723529, 44.8292067], [-0.572351, 44.829247], [-0.5723728, 44.8292483], [-0.5723747, 44.8292082]]], ""type"": ""Polygon""}";731022;;VT;2022-10-11T10:35:12+02:00;2022-10-21T08:45:41+02:00;Bordeaux;33063
44.82835441076059, -0.5632451743593262;"{""coordinates"": [[[-0.5632694, 44.8283379], [-0.5632465, 44.8283294], [-0.5632206, 44.8283719], [-0.5632445, 44.8283786], [-0.5632694, 44.8283379]]], ""type"": ""Polygon""}";730725;;VT;2022-10-10T15:45:43+02:00;2022-10-21T08:54:34+02:00;Bordeaux;33063
44.83321170185276, -0.5618997792423824;"{""coordinates"": [[[-0.5619148, 44.8332338], [-0.5619322, 44.8332208], [-0.5618833, 44.8331894], [-0.5618678, 44.8332023], [-0.5619148, 44.8332338]]], ""type"": ""Polygon""}";730781;;VT;2022-10-11T09:06:42+02:00;2022-10-21T09:02:11+02:00;Bordeaux;33063
44.82019437225483, -0.5498974040890684;"{""coordinates"": [[[-0.5498806, 44.8202087], [-0.5498957, 44.8202138], [-0.5499141, 44.8201803], [-0.5498993, 44.8201747], [-0.5498806, 44.8202087]]], ""type"": ""Polygon""}";730982;;VT;2022-10-11T10:28:08+02:00;2022-10-21T09:15:58+02:00;Bordeaux;33063
44.846566715887796, -0.5541463771752947;"{""coordinates"": [[[-0.5541786, 44.8465591], [-0.5541628, 44.8465443], [-0.5541134, 44.8465744], [-0.5541316, 44.8465888], [-0.5541786, 44.8465591]]], ""type"": ""Polygon""}";735639;;VT;2022-10-24T09:09:47+02:00;2022-10-24T09:10:14+02:00;Bordeaux;33063
44.84314646349313, -0.5447610646107968;"{""coordinates"": [[[-0.5447937, 44.84315], [-0.544789, 44.8431315], [-0.5447391, 44.8431403], [-0.5447225, 44.8431618], [-0.5447937, 44.84315]]], ""type"": ""Polygon""}";735770;;VT;2022-10-24T09:28:25+02:00;2022-10-24T09:28:51+02:00;Bordeaux;33063
44.833243193400826, -0.5798237437885964;"{""coordinates"": [[[-0.5798029, 44.833228], [-0.5798149, 44.8332636], [-0.5798443, 44.8332583], [-0.5798331, 44.8332231], [-0.5798029, 44.833228]]], ""type"": ""Polygon""}";79850;;VT;2018-07-17T00:00:00+02:00;2022-09-05T14:06:30+02:00;Bordeaux;33063
44.83826344795199, -0.5820582594614787;"{""coordinates"": [[[-0.5820317, 44.8382774], [-0.5820881, 44.838273], [-0.5820848, 44.8382497], [-0.5820288, 44.8382536], [-0.5820317, 44.8382774]]], ""type"": ""Polygon""}";79014;;VT;2010-01-05T00:00:00+01:00;2022-10-24T12:30:40+02:00;Bordeaux;33063
44.84616889996022, -0.5882487330946709;"{""coordinates"": [[[-0.5882784, 44.8461733], [-0.5882307, 44.8461522], [-0.5882172, 44.8461631], [-0.5882683, 44.8461864], [-0.5882784, 44.8461733]]], ""type"": ""Polygon""}";80372;;VT;2009-07-02T00:00:00+02:00;2022-09-05T14:32:11+02:00;Bordeaux;33063
44.854017582594295, -0.5651414312084679;"{""coordinates"": [[[-0.5651741, 44.8540275], [-0.5651271, 44.8539949], [-0.5651093, 44.8540081], [-0.565155, 44.8540399], [-0.5651741, 44.8540275]]], ""type"": ""Polygon""}";76717;;VT;2001-04-19T00:00:00+02:00;2022-09-05T14:46:10+02:00;Bordeaux;33063
44.855930725639574, -0.5633832008995937;"{""coordinates"": [[[-0.5633999, 44.8559101], [-0.563351, 44.8559379], [-0.5633652, 44.8559512], [-0.5634154, 44.8559244], [-0.5633999, 44.8559101]]], ""type"": ""Polygon""}";76739;;VT;2009-02-10T00:00:00+01:00;2022-09-05T14:47:40+02:00;Bordeaux;33063
44.844262913249906, -0.574383986624081;"{""coordinates"": [[[-0.5744025, 44.8442825], [-0.5743967, 44.8442415], [-0.5743662, 44.8442427], [-0.5743706, 44.8442843], [-0.5744025, 44.8442825]]], ""type"": ""Polygon""}";747445;;VT;2022-11-21T12:35:14+01:00;2022-11-21T12:35:42+01:00;Bordeaux;33063
44.84481668071663, -0.5837326966657976;"{""coordinates"": [[[-0.5837278, 44.8448382], [-0.583754, 44.8448448], [-0.5837353, 44.8447906], [-0.5837122, 44.844793], [-0.5837278, 44.8448382]]], ""type"": ""Polygon""}";747535;;VT;2022-11-21T12:48:39+01:00;2022-11-21T12:49:03+01:00;Bordeaux;33063
44.84262268701748, -0.5815336067417548;"{""coordinates"": [[[-0.58151, 44.8426317], [-0.5815596, 44.8426279], [-0.5815575, 44.8426139], [-0.5815079, 44.8426172], [-0.58151, 44.8426317]]], ""type"": ""Polygon""}";747759;;VT;2022-11-21T13:39:46+01:00;2022-11-21T13:40:13+01:00;Bordeaux;33063
44.83681794452689, -0.6069551696366361;"{""coordinates"": [[[-0.6069531, 44.8368343], [-0.606979, 44.8368138], [-0.6069575, 44.8368015], [-0.6069312, 44.8368222], [-0.6069531, 44.8368343]]], ""type"": ""Polygon""}";651612;;VT;2022-01-31T14:16:14+01:00;2022-09-05T15:06:39+02:00;Bordeaux;33063
44.842796616229116, -0.6060595006554371;"{""coordinates"": [[[-0.6060339, 44.8427808], [-0.6060256, 44.8427973], [-0.6060853, 44.8428126], [-0.6060929, 44.8427956], [-0.6060339, 44.8427808]]], ""type"": ""Polygon""}";77997;;VT;2001-04-17T00:00:00+02:00;2022-09-05T15:14:23+02:00;Bordeaux;33063
44.85195894829545, -0.5947183223375191;"{""coordinates"": [[[-0.5946938, 44.8519727], [-0.5947148, 44.8519813], [-0.5947426, 44.8519451], [-0.5947224, 44.8519364], [-0.5946938, 44.8519727]]], ""type"": ""Polygon""}";80743;;VT;2012-10-11T00:00:00+02:00;2022-09-05T15:19:02+02:00;Bordeaux;33063
44.83818619191818, -0.5675617229248385;"{""coordinates"": [[[-0.5675586, 44.8381616], [-0.5675345, 44.8381714], [-0.567566, 44.8382109], [-0.5675885, 44.8382018], [-0.5675586, 44.8381616]]], ""type"": ""Polygon""}";721014;;VT;2022-09-05T15:27:12+02:00;2022-09-05T15:27:34+02:00;Bordeaux;33063
44.81653205288932, -0.5674610808320085;"{""coordinates"": [[[-0.5674339, 44.8165262], [-0.5674354, 44.8165425], [-0.5674893, 44.8165375], [-0.5674862, 44.8165218], [-0.5674339, 44.8165262]]], ""type"": ""Polygon""}";702540;;VT;2022-06-13T11:18:19+02:00;2022-09-05T11:22:03+02:00;Bordeaux;33063
44.813586575131964, -0.5661208318156473;"{""coordinates"": [[[-0.5660987, 44.8135733], [-0.566093, 44.8135903], [-0.5661424, 44.8135997], [-0.5661494, 44.8135832], [-0.5660987, 44.8135733]]], ""type"": ""Polygon""}";703115;;VT;2022-06-14T09:39:23+02:00;2022-09-05T11:29:38+02:00;Bordeaux;33063
44.852034791058806, -0.5738182687821672;"{""coordinates"": [[[-0.5738176, 44.8520586], [-0.5738424, 44.8520186], [-0.5738184, 44.8520111], [-0.5737944, 44.8520513], [-0.5738176, 44.8520586]]], ""type"": ""Polygon""}";85049;;VT;2019-07-02T00:00:00+02:00;2022-11-21T14:00:58+01:00;Bordeaux;33063
44.88471222411014, -0.6041283927170079;"{""coordinates"": [[[-0.604095, 44.8847142], [-0.6041544, 44.8847274], [-0.6041606, 44.8847094], [-0.6041026, 44.8846975], [-0.604095, 44.8847142]]], ""type"": ""Polygon""}";748197;;VTS;2022-11-22T11:32:08+01:00;2024-07-08T07:30:55+02:00;Bruges;33075
44.89375776150218, -0.6152677974260615;"{""coordinates"": [[[-0.6153031, 44.8937561], [-0.6152421, 44.8937409], [-0.6152336, 44.8937604], [-0.6152935, 44.8937741], [-0.6153031, 44.8937561]]], ""type"": ""Polygon""}";748558;;VTS;2022-11-22T12:06:50+01:00;2024-07-25T11:56:59+02:00;Bruges;33075
44.86893808971655, -0.5548975068556361;"{""coordinates"": [[[-0.5549068, 44.8689619], [-0.5549122, 44.8689164], [-0.5548881, 44.8689141], [-0.554883, 44.8689602], [-0.5549068, 44.8689619]]], ""type"": ""Polygon""}";734201;;VT;2022-10-20T09:26:27+02:00;2022-10-20T09:27:06+02:00;Bordeaux;33063
44.882704198125914, -0.7048176822677047;"{""coordinates"": [[[-0.7047941, 44.8826871], [-0.7048178, 44.8827279], [-0.7048414, 44.8827218], [-0.7048173, 44.8826801], [-0.7047941, 44.8826871]]], ""type"": ""Polygon""}";752610;;VT;2022-11-29T09:06:25+01:00;2022-11-29T09:06:48+01:00;Saint-Médard-en-Jalles;33449
44.8978249007606, -0.7445049003259689;"{""coordinates"": [[[-0.7445248, 44.8978252], [-0.7444991, 44.8978116], [-0.7444851, 44.8978246], [-0.7445105, 44.8978382], [-0.7445248, 44.8978252]]], ""type"": ""Polygon""}";752783;;VT;2022-11-29T09:22:35+01:00;2022-11-29T09:22:55+01:00;Saint-Médard-en-Jalles;33449
44.80524559532298, -0.5430310123164418;"{""coordinates"": [[[-0.5430317, 44.8052664], [-0.543052, 44.8052316], [-0.5430292, 44.8052254], [-0.5430106, 44.8052595], [-0.5430317, 44.8052664]]], ""type"": ""Polygon""}";752950;;VT;2022-11-29T09:44:21+01:00;2022-11-29T09:45:15+01:00;Bègles;33039
44.79443161110127, -0.5591729635341334;"{""coordinates"": [[[-0.5591778, 44.7944119], [-0.5591499, 44.7944444], [-0.5591664, 44.7944523], [-0.5591969, 44.7944183], [-0.5591778, 44.7944119]]], ""type"": ""Polygon""}";753085;;VT;2022-11-29T09:59:37+01:00;2022-11-29T10:00:12+01:00;Bègles;33039
44.786149931214986, -0.5636520439982382;"{""coordinates"": [[[-0.5636336, 44.7861648], [-0.5636791, 44.786154], [-0.5636709, 44.7861352], [-0.5636249, 44.7861457], [-0.5636336, 44.7861648]]], ""type"": ""Polygon""}";753132;;VT;2022-11-29T10:05:07+01:00;2022-11-29T10:05:30+01:00;Bègles;33039
44.82320600958894, -0.6010017680923779;"{""coordinates"": [[[-0.600976, 44.8232085], [-0.6009824, 44.8232183], [-0.6010274, 44.8232035], [-0.6010215, 44.8231937], [-0.600976, 44.8232085]]], ""type"": ""Polygon""}";732700;;VT;2022-10-17T14:45:02+02:00;2022-12-19T12:50:03+01:00;Bordeaux;33063
44.88252105718361, -0.5234496587108687;"{""coordinates"": [[[-0.5234745, 44.8825138], [-0.5234667, 44.8825057], [-0.5234248, 44.8825283], [-0.5234327, 44.8825364], [-0.5234745, 44.8825138]]], ""type"": ""Polygon""}";757057;;VT;2022-12-19T13:00:39+01:00;2022-12-19T13:00:59+01:00;Lormont;33249
44.87276513693944, -0.517016099855859;"{""coordinates"": [[[-0.5169903, 44.8727643], [-0.5170353, 44.872777], [-0.517042, 44.8727659], [-0.5169965, 44.8727533], [-0.5169903, 44.8727643]]], ""type"": ""Polygon""}";757185;;VT;2022-12-19T13:19:58+01:00;2022-12-19T13:20:26+01:00;Lormont;33249
44.87859529427474, -0.4995287817094814;"{""coordinates"": [[[-0.4995491, 44.8785858], [-0.499538, 44.8785791], [-0.4995087, 44.8786045], [-0.4995193, 44.8786117], [-0.4995491, 44.8785858]]], ""type"": ""Polygon""}";757219;;VT;2022-12-19T13:23:53+01:00;2022-12-19T13:24:20+01:00;Lormont;33249
44.85122007817048, -0.5329254629854747;"{""coordinates"": [[[-0.5329102, 44.8512388], [-0.5329331, 44.8512409], [-0.5329411, 44.851202], [-0.5329175, 44.8511991], [-0.5329102, 44.8512388]]], ""type"": ""Polygon""}";757328;;VT;2022-12-19T13:36:48+01:00;2022-12-19T13:37:16+01:00;Cenon;33119
44.86145061395408, -0.516715846492555;"{""coordinates"": [[[-0.5167508, 44.861449], [-0.516683, 44.8614397], [-0.5166793, 44.8614512], [-0.5167476, 44.8614621], [-0.5167508, 44.861449]]], ""type"": ""Polygon""}";757468;;VT;2022-12-19T13:55:47+01:00;2022-12-19T13:56:23+01:00;Cenon;33119
44.838598692678985, -0.5590269618308766;"{""coordinates"": [[[-0.5590558, 44.8385963], [-0.559038, 44.8385802], [-0.5589979, 44.8386017], [-0.5590158, 44.8386169], [-0.5590558, 44.8385963]]], ""type"": ""Polygon""}";84067;;VTS;2008-10-27T00:00:00+01:00;2022-05-03T17:40:15+02:00;Bordeaux;33063
44.84721818952468, -0.5765310884034934;"{""coordinates"": [[[-0.5765334, 44.8472334], [-0.5765488, 44.8472089], [-0.5765288, 44.8472028], [-0.5765134, 44.8472278], [-0.5765334, 44.8472334]]], ""type"": ""Polygon""}";84381;;VTS;2010-05-25T00:00:00+02:00;2022-05-03T17:55:08+02:00;Bordeaux;33063
44.78834964785311, -0.7133157468608864;"{""coordinates"": [[[-0.713277, 44.7883431], [-0.7133025, 44.7883729], [-0.7133558, 44.7883498], [-0.7133396, 44.7883334], [-0.7133156, 44.7883331], [-0.713277, 44.7883431]]], ""type"": ""Polygon""}";749572;;VTS;2022-11-22T15:16:48+01:00;2022-11-22T15:17:07+01:00;Pessac;33318
44.76013768359821, -0.7370279848489235;"{""coordinates"": [[[-0.736985, 44.7601386], [-0.7370158, 44.7601668], [-0.7370708, 44.7601371], [-0.7370403, 44.7601084], [-0.736985, 44.7601386]]], ""type"": ""Polygon""}";749552;;VTS;2022-11-22T15:13:22+01:00;2022-11-22T15:13:49+01:00;Pessac;33318
44.88557602637569, -0.6900306832391552;"{""coordinates"": [[[-0.6900765, 44.8855749], [-0.6900301, 44.8855444], [-0.6899855, 44.8855769], [-0.69003, 44.8856078], [-0.6900765, 44.8855749]]], ""type"": ""Polygon""}";752564;;VTS;2022-11-29T09:01:50+01:00;2022-11-29T09:02:21+01:00;Saint-Médard-en-Jalles;33449
44.888273387134845, -0.7014294185124457;"{""coordinates"": [[[-0.7013986, 44.8882473], [-0.7014185, 44.8883068], [-0.7014598, 44.8882984], [-0.7014415, 44.8882413], [-0.7013986, 44.8882473]]], ""type"": ""Polygon""}";752584;;VTS;2022-11-29T09:03:48+01:00;2022-11-29T09:04:36+01:00;Saint-Médard-en-Jalles;33449
44.87278884655662, -0.7030987772174021;"{""coordinates"": [[[-0.7030699, 44.8727733], [-0.7030818, 44.8728156], [-0.7031044, 44.8728118], [-0.7031368, 44.8727689], [-0.7030699, 44.8727733]]], ""type"": ""Polygon""}";752627;;VTS;2022-11-29T09:08:05+01:00;2022-11-29T09:08:24+01:00;Saint-Médard-en-Jalles;33449
44.88388112212105, -0.7399881400974315;"{""coordinates"": [[[-0.7399683, 44.8838618], [-0.7399838, 44.8839049], [-0.7400081, 44.8839003], [-0.7399923, 44.8838573], [-0.7399683, 44.8838618]]], ""type"": ""Polygon""}";752663;;VTS;2022-11-29T09:12:34+01:00;2022-11-29T09:12:54+01:00;Saint-Médard-en-Jalles;33449
44.89470452507053, -0.7601871995995382;"{""coordinates"": [[[-0.7602182, 44.8947074], [-0.7601645, 44.8946876], [-0.7601566, 44.8947016], [-0.7602089, 44.8947214], [-0.7602182, 44.8947074]]], ""type"": ""Polygon""}";752813;;VTS;2022-11-29T09:26:38+01:00;2022-11-29T09:26:56+01:00;Saint-Médard-en-Jalles;33449
44.81350163144203, -0.5488380749192966;"{""coordinates"": [[[-0.5488513, 44.8134789], [-0.5488283, 44.8134778], [-0.5488255, 44.8135248], [-0.5488471, 44.813526], [-0.5488513, 44.8134789]]], ""type"": ""Polygon""}";752931;;VTS;2022-11-29T09:41:29+01:00;2022-11-29T09:41:47+01:00;Bègles;33039
44.80081314888574, -0.5443105981427219;"{""coordinates"": [[[-0.5443526, 44.800813], [-0.5443418, 44.8007939], [-0.5442695, 44.8008125], [-0.5442795, 44.8008328], [-0.5443526, 44.800813]]], ""type"": ""Polygon""}";752984;;VTS;2022-11-29T09:47:34+01:00;2022-11-29T09:47:50+01:00;Bègles;33039
44.79919241019329, -0.5553919680860028;"{""coordinates"": [[[-0.5554156, 44.7991714], [-0.5553576, 44.7991801], [-0.5553685, 44.7992136], [-0.5554264, 44.7992045], [-0.5554156, 44.7991714]]], ""type"": ""Polygon""}";753062;;VTS;2022-11-29T09:57:07+01:00;2022-11-29T09:57:28+01:00;Bègles;33039
44.852220887290464, -0.5569231721564547;"{""coordinates"": [[[-0.5569532, 44.8522186], [-0.5569368, 44.8522022], [-0.5568936, 44.852223], [-0.5569088, 44.8522397], [-0.5569532, 44.8522186]]], ""type"": ""Polygon""}";753495;;VTS;2022-11-30T11:23:14+01:00;2022-11-30T11:23:42+01:00;Bordeaux;33063
44.767661859600786, -0.6114534076487607;"{""coordinates"": [[[-0.6114408, 44.7676503], [-0.6114332, 44.7676654], [-0.6114658, 44.7676734], [-0.6114738, 44.7676584], [-0.6114408, 44.7676503]]], ""type"": ""Polygon""}";756771;;VTS;2022-12-16T08:44:51+01:00;2022-12-16T08:45:12+01:00;Gradignan;33192
