Geo Point;Geo Shape;gid;ident;type;zone;comptage_5m;cdate;mdate;commune;CODE_COMMUNE
44.8400909, -0.581801;"{""coordinates"": [-0.581801, 44.8400909], ""type"": ""Point""}";171;Z4CT10;BOUCLE;4;20;2012-11-28T10:25:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8390401, -0.5816712;"{""coordinates"": [-0.5816712, 44.8390401], ""type"": ""Point""}";172;Z4CT7;BOUCLE;4;21;2012-11-28T10:26:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8429215, -0.5862632;"{""coordinates"": [-0.5862632, 44.8429215], ""type"": ""Point""}";177;Z4CT11;BOUCLE;4;0;2012-11-28T10:30:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8425629, -0.5795506;"{""coordinates"": [-0.5795506, 44.8425629], ""type"": ""Point""}";178;Z4CT3;BOUCLE;4;53;2012-11-28T10:34:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8451892, -0.5771995;"{""coordinates"": [-0.5771995, 44.8451892], ""type"": ""Point""}";181;Z4CT5;BOUCLE;4;3;2012-11-28T10:37:12+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8457653, -0.5775707;"{""coordinates"": [-0.5775707, 44.8457653], ""type"": ""Point""}";182;Z4CT15;BOUCLE;4;0;2012-11-28T10:45:16+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8459513, -0.5775646;"{""coordinates"": [-0.5775646, 44.8459513], ""type"": ""Point""}";183;Z4CT16;BOUCLE;4;0;2012-11-28T10:45:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8466148, -0.5769622;"{""coordinates"": [-0.5769622, 44.8466148], ""type"": ""Point""}";184;Z4CT14;BOUCLE;4;30;2012-11-28T10:47:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8495081, -0.5752866;"{""coordinates"": [-0.5752866, 44.8495081], ""type"": ""Point""}";185;Z4CT1;BOUCLE;4;12;2012-11-28T10:48:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8504125, -0.5746541;"{""coordinates"": [-0.5746541, 44.8504125], ""type"": ""Point""}";186;Z4CT23;BOUCLE;4;42;2012-11-28T10:49:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.843029, -0.5734156;"{""coordinates"": [-0.5734156, 44.843029], ""type"": ""Point""}";188;Z4CT21;BOUCLE;4;0;2012-11-28T10:52:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.7924779, -0.6477143;"{""coordinates"": [-0.6477143, 44.7924779], ""type"": ""Point""}";189;Z16CT4;BOUCLE;16;46;2015-03-09T10:17:56+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.7867141, -0.6540008;"{""coordinates"": [-0.6540008, 44.7867141], ""type"": ""Point""}";190;Z27CT15;BOUCLE;27;22;2015-03-09T10:50:24+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.7868408, -0.6545411;"{""coordinates"": [-0.6545411, 44.7868408], ""type"": ""Point""}";191;Z27CT16;BOUCLE;27;27;2015-03-09T10:51:12+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.7922509, -0.6576327;"{""coordinates"": [-0.6576327, 44.7922509], ""type"": ""Point""}";193;Z27CT14;BOUCLE;27;44;2015-03-09T10:59:00+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8434205, -0.6457896;"{""coordinates"": [-0.6457896, 44.8434205], ""type"": ""Point""}";196;Z7CT17;BOUCLE;7;27;2015-08-05T15:08:36+02:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8538317, -0.5378839;"{""coordinates"": [-0.5378839, 44.8538317], ""type"": ""Point""}";198;Z08AE;SIREDO;8;;2012-12-11T07:58:12+01:00;2014-03-07T10:08:00+01:00;Cenon;33119
44.8211322, -0.5724726;"{""coordinates"": [-0.5724726, 44.8211322], ""type"": ""Point""}";200;Z12CT1;BOUCLE;12;;2012-11-08T15:52:36+01:00;2012-11-08T15:52:52+01:00;Bordeaux;33063
44.8114133, -0.5738273;"{""coordinates"": [-0.5738273, 44.8114133], ""type"": ""Point""}";206;Z12CT5;BOUCLE;12;0;2012-11-08T16:01:56+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8162528, -0.5658099;"{""coordinates"": [-0.5658099, 44.8162528], ""type"": ""Point""}";212;Z12CT14;BOUCLE;12;32;2012-11-08T16:08:24+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.7778618, -0.6081029;"{""coordinates"": [-0.6081029, 44.7778618], ""type"": ""Point""}";221;Z18CT11;BOUCLE;18;19;2012-11-08T16:23:20+01:00;2024-10-01T16:25:00+02:00;Gradignan;33192
44.8576251, -0.6617284;"{""coordinates"": [-0.6617284, 44.8576251], ""type"": ""Point""}";553;Z24CT11;BOUCLE;24;81;2015-02-03T14:08:16+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8584011, -0.6685073;"{""coordinates"": [-0.6685073, 44.8584011], ""type"": ""Point""}";554;Z24CT12;BOUCLE;24;75;2015-02-03T14:12:20+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8576537, -0.6672586;"{""coordinates"": [-0.6672586, 44.8576537], ""type"": ""Point""}";555;Z24CT13;BOUCLE;24;40;2015-02-03T14:14:40+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8756838, -0.6205101;"{""coordinates"": [-0.6205101, 44.8756838], ""type"": ""Point""}";557;Z23CS;SIREDO;23;;2012-12-10T09:30:12+01:00;2012-12-10T09:30:28+01:00;Bruges;33075
44.8483119, -0.500258;"{""coordinates"": [-0.500258, 44.8483119], ""type"": ""Point""}";563;Z29AS;SIREDO;29;;2012-12-10T09:40:00+01:00;2012-12-10T09:40:12+01:00;Artigues-près-Bordeaux;33013
44.8270797, -0.5223947;"{""coordinates"": [-0.5223947, 44.8270797], ""type"": ""Point""}";571;Z32AS;SIREDO;32;;2012-12-10T09:58:56+01:00;2012-12-10T09:59:28+01:00;Floirac;33167
44.8456557, -0.6119545;"{""coordinates"": [-0.6119545, 44.8456557], ""type"": ""Point""}";575;Z20BS;SIREDO;20;;2012-12-10T10:08:28+01:00;2012-12-10T10:08:36+01:00;Bordeaux;33063
44.8815511, -0.5169677;"{""coordinates"": [-0.5169677, 44.8815511], ""type"": ""Point""}";583;Z22DS;SIREDO;22;;2012-12-10T10:27:12+01:00;2012-12-10T10:27:28+01:00;Lormont;33249
44.863437, -0.6031557;"{""coordinates"": [-0.6031557, 44.863437], ""type"": ""Point""}";586;Z21AS;SIREDO;21;;2012-12-18T15:22:04+01:00;2012-12-18T15:22:12+01:00;Le Bouscat;33069
44.8662583, -0.5904316;"{""coordinates"": [-0.5904316, 44.8662583], ""type"": ""Point""}";592;Z21DE;SIREDO;21;;2012-12-18T15:39:40+01:00;2012-12-18T15:39:48+01:00;Le Bouscat;33069
44.8764029, -0.5714706;"{""coordinates"": [-0.5714706, 44.8764029], ""type"": ""Point""}";593;Z25CT16;BOUCLE;25;9;2015-01-21T18:25:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8846531, -0.5715284;"{""coordinates"": [-0.5715284, 44.8846531], ""type"": ""Point""}";595;Z25CT18;BOUCLE;25;34;2015-01-21T18:37:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8383406, -0.5904377;"{""coordinates"": [-0.5904377, 44.8383406], ""type"": ""Point""}";599;Z4CT13;BOUCLE;4;5;2017-03-21T09:38:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8310596, -0.5590718;"{""coordinates"": [-0.5590718, 44.8310596], ""type"": ""Point""}";4291;Z5CT19;BOUCLE;5;25;2020-05-04T14:33:36+02:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8964007, -0.6756967;"{""coordinates"": [-0.6756967, 44.8964007], ""type"": ""Point""}";4294;Z23ES;SIREDO;23;;2020-05-04T14:40:21+02:00;;Le Taillan-Médoc;33519
44.8122853, -0.6967073;"{""coordinates"": [-0.6967073, 44.8122853], ""type"": ""Point""}";4298;Z30GS;SIREDO;30;;2020-05-04T14:48:39+02:00;;Mérignac;33281
44.8122536, -0.6966949;"{""coordinates"": [-0.6966949, 44.8122536], ""type"": ""Point""}";4299;Z30GE;SIREDO;30;;2020-05-04T14:48:39+02:00;;Mérignac;33281
44.787185, -0.5681314;"{""coordinates"": [-0.5681314, 44.787185], ""type"": ""Point""}";4431;Z19CT24;BOUCLE;19;12;2020-11-30T13:43:23+01:00;2024-10-01T16:25:00+02:00;Villenave-d'Ornon;33550
44.7940224, -0.6358201;"{""coordinates"": [-0.6358201, 44.7940224], ""type"": ""Point""}";4401;Z16CT12;BOUCLE;16;12;2020-11-16T14:33:05+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8684058, -0.6711977;"{""coordinates"": [-0.6711977, 44.8684058], ""type"": ""Point""}";223;Z24CT5;BOUCLE;24;59;2012-11-08T16:30:08+01:00;2024-10-01T16:25:00+02:00;Le Haillan;33200
44.863922, -0.6603229;"{""coordinates"": [-0.6603229, 44.863922], ""type"": ""Point""}";225;Z24CT2;BOUCLE;24;50;2012-11-08T16:32:36+01:00;2024-10-01T16:25:00+02:00;Eysines;33162
44.8626927, -0.6520497;"{""coordinates"": [-0.6520497, 44.8626927], ""type"": ""Point""}";227;Z24CT6;BOUCLE;24;64;2012-11-08T16:47:28+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8778901, -0.681077;"{""coordinates"": [-0.681077, 44.8778901], ""type"": ""Point""}";228;Z24CT4;BOUCLE;24;0;2012-11-08T16:48:52+01:00;2024-10-01T16:25:00+02:00;Le Haillan;33200
44.8409109, -0.5892701;"{""coordinates"": [-0.5892701, 44.8409109], ""type"": ""Point""}";236;Z6CT17;BOUCLE;6;13;2012-11-09T08:24:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8367677, -0.6062594;"{""coordinates"": [-0.6062594, 44.8367677], ""type"": ""Point""}";243;Z6CT11;BOUCLE;6;42;2012-11-09T08:41:24+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8384321, -0.600481;"{""coordinates"": [-0.600481, 44.8384321], ""type"": ""Point""}";244;Z6CT18;BOUCLE;6;19;2012-11-09T08:42:12+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.7961955, -0.6608505;"{""coordinates"": [-0.6608505, 44.7961955], ""type"": ""Point""}";250;Z27CT10;BOUCLE;27;;2012-11-16T16:14:16+01:00;2012-11-16T16:14:28+01:00;Pessac;33318
44.7948634, -0.668817;"{""coordinates"": [-0.668817, 44.7948634], ""type"": ""Point""}";253;Z27CT4;BOUCLE;27;57;2012-11-16T16:21:00+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.7971678, -0.6657445;"{""coordinates"": [-0.6657445, 44.7971678], ""type"": ""Point""}";255;Z27CT12;BOUCLE;27;54;2012-11-16T16:26:08+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8668593, -0.5092224;"{""coordinates"": [-0.5092224, 44.8668593], ""type"": ""Point""}";260;Z22CT4;BOUCLE;22;0;2012-11-16T16:41:36+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8577014, -0.5192962;"{""coordinates"": [-0.5192962, 44.8577014], ""type"": ""Point""}";266;Z2201CT2;BOUCLE;22;14;2012-11-16T17:19:32+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8563551, -0.5193339;"{""coordinates"": [-0.5193339, 44.8563551], ""type"": ""Point""}";267;Z2201CT1;BOUCLE;22;11;2012-11-16T17:21:00+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8398968, -0.58598;"{""coordinates"": [-0.58598, 44.8398968], ""type"": ""Point""}";268;Z4CT6;BOUCLE;4;;2012-11-28T10:58:16+01:00;2012-11-28T10:58:36+01:00;Bordeaux;33063
44.8438188, -0.5753851;"{""coordinates"": [-0.5753851, 44.8438188], ""type"": ""Point""}";269;Z4CT2;BOUCLE;4;28;2012-11-28T10:54:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8566805, -0.5914079;"{""coordinates"": [-0.5914079, 44.8566805], ""type"": ""Point""}";271;Z13CT2;BOUCLE;13;81;2012-11-28T11:01:20+01:00;2024-10-01T16:25:00+02:00;Le Bouscat;33069
44.8398326, -0.5606317;"{""coordinates"": [-0.5606317, 44.8398326], ""type"": ""Point""}";276;Z8CT1;BOUCLE;8;0;2012-11-28T14:02:48+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8407537, -0.5588785;"{""coordinates"": [-0.5588785, 44.8407537], ""type"": ""Point""}";280;Z8CT13;BOUCLE;8;7;2012-11-28T14:09:12+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8462381, -0.5502641;"{""coordinates"": [-0.5502641, 44.8462381], ""type"": ""Point""}";281;Z8CT3;BOUCLE;8;28;2012-11-28T14:14:04+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8470602, -0.5486054;"{""coordinates"": [-0.5486054, 44.8470602], ""type"": ""Point""}";282;Z8CT12;BOUCLE;8;8;2012-11-28T14:14:40+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8522146, -0.5405147;"{""coordinates"": [-0.5405147, 44.8522146], ""type"": ""Point""}";284;Z8CT5;BOUCLE;8;12;2012-11-28T14:24:12+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8532276, -0.5395948;"{""coordinates"": [-0.5395948, 44.8532276], ""type"": ""Point""}";285;Z8CT18;BOUCLE;8;4;2012-11-28T14:25:28+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.858624, -0.5301829;"{""coordinates"": [-0.5301829, 44.858624], ""type"": ""Point""}";288;Z8CT8;BOUCLE;8;;2012-11-28T14:30:28+01:00;2013-12-10T14:12:16+01:00;Cenon;33119
44.8587369, -0.5301693;"{""coordinates"": [-0.5301693, 44.8587369], ""type"": ""Point""}";289;Z8CT17;BOUCLE;8;19;2012-11-28T14:31:12+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8519235, -0.538022;"{""coordinates"": [-0.538022, 44.8519235], ""type"": ""Point""}";291;Z8CT10;BOUCLE;8;13;2012-11-29T07:44:32+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8676196, -0.5482287;"{""coordinates"": [-0.5482287, 44.8676196], ""type"": ""Point""}";294;Z25CT23;BOUCLE;25;14;2012-11-29T07:54:00+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8733679, -0.5767226;"{""coordinates"": [-0.5767226, 44.8733679], ""type"": ""Point""}";295;Z25CT14;BOUCLE;25;52;2012-11-29T07:57:16+01:00;2024-10-01T16:25:00+02:00;Bruges;33075
44.8748929, -0.5765822;"{""coordinates"": [-0.5765822, 44.8748929], ""type"": ""Point""}";298;Z25CT13;BOUCLE;25;37;2012-11-29T08:01:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8777497, -0.5689157;"{""coordinates"": [-0.5689157, 44.8777497], ""type"": ""Point""}";300;Z25CT7;BOUCLE;25;0;2012-11-29T08:10:24+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8886359, -0.5601903;"{""coordinates"": [-0.5601903, 44.8886359], ""type"": ""Point""}";304;Z25CT2;BOUCLE;25;;2012-11-29T13:17:24+01:00;2012-11-29T13:17:32+01:00;Bordeaux;33063
44.8909442, -0.5635556;"{""coordinates"": [-0.5635556, 44.8909442], ""type"": ""Point""}";306;Z25CT1;BOUCLE;25;30;2012-11-29T13:19:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8124608, -0.6152683;"{""coordinates"": [-0.6152683, 44.8124608], ""type"": ""Point""}";307;Z16CT1;BOUCLE;16;0;2012-11-29T13:23:48+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8101544, -0.6213496;"{""coordinates"": [-0.6213496, 44.8101544], ""type"": ""Point""}";308;Z16CT2;BOUCLE;16;29;2012-11-29T13:24:48+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8106915, -0.6213777;"{""coordinates"": [-0.6213777, 44.8106915], ""type"": ""Point""}";309;Z16CT8;BOUCLE;16;21;2012-11-29T13:25:52+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8059414, -0.6321666;"{""coordinates"": [-0.6321666, 44.8059414], ""type"": ""Point""}";312;Z16CT6;BOUCLE;16;0;2012-11-29T13:32:56+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8079654, -0.6323673;"{""coordinates"": [-0.6323673, 44.8079654], ""type"": ""Point""}";315;Z16CT13;BOUCLE;16;27;2012-11-29T13:39:00+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8273029, -0.5923272;"{""coordinates"": [-0.5923272, 44.8273029], ""type"": ""Point""}";319;Z10CT2;BOUCLE;10;52;2012-11-29T13:46:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8270587, -0.5952369;"{""coordinates"": [-0.5952369, 44.8270587], ""type"": ""Point""}";321;Z10CT14;BOUCLE;10;48;2012-11-29T13:49:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8271287, -0.5949668;"{""coordinates"": [-0.5949668, 44.8271287], ""type"": ""Point""}";322;Z10CT12;BOUCLE;10;18;2012-11-29T13:49:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8249125, -0.5887159;"{""coordinates"": [-0.5887159, 44.8249125], ""type"": ""Point""}";324;Z11CT9;BOUCLE;11;65;2012-11-29T13:51:32+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8244206, -0.5909672;"{""coordinates"": [-0.5909672, 44.8244206], ""type"": ""Point""}";326;Z10CT7;BOUCLE;10;30;2012-11-29T13:55:00+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8218025, -0.5941816;"{""coordinates"": [-0.5941816, 44.8218025], ""type"": ""Point""}";328;Z10CT16;BOUCLE;10;0;2012-11-29T13:57:24+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8279048, -0.586062;"{""coordinates"": [-0.586062, 44.8279048], ""type"": ""Point""}";337;Z10CT24;BOUCLE;10;;2012-11-29T14:13:32+01:00;2013-12-10T14:18:16+01:00;Bordeaux;33063
44.83862, -0.6229248;"{""coordinates"": [-0.6229248, 44.83862], ""type"": ""Point""}";342;Z06AS;SIREDO;6;;2012-12-07T17:59:24+01:00;2014-03-07T10:03:48+01:00;Bordeaux;33063
44.8641921, -0.6617532;"{""coordinates"": [-0.6617532, 44.8641921], ""type"": ""Point""}";347;Z24AE;SIREDO;24;;2012-12-07T18:07:24+01:00;2012-12-07T18:07:36+01:00;Eysines;33162
44.8351252, -0.6318109;"{""coordinates"": [-0.6318109, 44.8351252], ""type"": ""Point""}";351;Z30BE;SIREDO;30;;2012-12-07T18:25:48+01:00;2012-12-07T18:26:40+01:00;Mérignac;33281
44.8420215, -0.6627592;"{""coordinates"": [-0.6627592, 44.8420215], ""type"": ""Point""}";359;Z07AS;SIREDO;7;;2012-12-10T08:23:36+01:00;2014-03-07T10:05:04+01:00;Mérignac;33281
44.8482655, -0.6602583;"{""coordinates"": [-0.6602583, 44.8482655], ""type"": ""Point""}";361;Z07BS;SIREDO;7;;2012-12-10T08:25:08+01:00;2014-03-07T10:05:36+01:00;Mérignac;33281
44.8018224, -0.5709667;"{""coordinates"": [-0.5709667, 44.8018224], ""type"": ""Point""}";363;Z19AS;SIREDO;19;;2012-12-10T08:29:16+01:00;2012-12-10T08:30:08+01:00;Villenave-d'Ornon;33550
44.7987032, -0.5774178;"{""coordinates"": [-0.5774178, 44.7987032], ""type"": ""Point""}";367;Z19DS;SIREDO;19;;2012-12-10T08:41:04+01:00;2012-12-10T08:41:16+01:00;Talence;33522
44.8694648, -0.5759597;"{""coordinates"": [-0.5759597, 44.8694648], ""type"": ""Point""}";371;Z25AS;SIREDO;25;;2012-12-10T08:49:16+01:00;2012-12-10T08:49:28+01:00;Bordeaux;33063
44.8787392, -0.5821025;"{""coordinates"": [-0.5821025, 44.8787392], ""type"": ""Point""}";372;Z25BE;SIREDO;25;;2012-12-10T08:52:20+01:00;2012-12-10T08:52:32+01:00;Bruges;33075
44.820897, -0.5320158;"{""coordinates"": [-0.5320158, 44.820897], ""type"": ""Point""}";375;Z05BS;SIREDO;5;;2012-12-10T09:01:04+01:00;2014-03-07T09:59:56+01:00;Floirac;33167
44.7975333, -0.6012004;"{""coordinates"": [-0.6012004, 44.7975333], ""type"": ""Point""}";383;Z17BS;SIREDO;17;;2012-12-10T09:13:32+01:00;2012-12-10T09:13:44+01:00;Talence;33522
44.7883982, -0.6118538;"{""coordinates"": [-0.6118538, 44.7883982], ""type"": ""Point""}";384;Z17CS;SIREDO;17;;2012-12-10T09:14:56+01:00;2012-12-10T09:15:12+01:00;Gradignan;33192
44.7884081, -0.6118287;"{""coordinates"": [-0.6118287, 44.7884081], ""type"": ""Point""}";385;Z17CE;SIREDO;17;;2012-12-10T09:15:16+01:00;2012-12-10T09:15:28+01:00;Gradignan;33192
44.7886195, -0.5906687;"{""coordinates"": [-0.5906687, 44.7886195], ""type"": ""Point""}";386;Z17DE;SIREDO;17;;2012-12-10T09:18:08+01:00;2012-12-10T09:18:20+01:00;Talence;33522
44.8867913, -0.6950881;"{""coordinates"": [-0.6950881, 44.8867913], ""type"": ""Point""}";395;Z28CT1;BOUCLE;28;44;2012-11-20T16:42:28+01:00;2024-10-01T16:25:00+02:00;Saint-Médard-en-Jalles;33449
44.8890165, -0.7051607;"{""coordinates"": [-0.7051607, 44.8890165], ""type"": ""Point""}";396;Z28CT2;BOUCLE;28;;2012-11-20T16:47:20+01:00;2012-11-20T16:47:36+01:00;Saint-Médard-en-Jalles;33449
44.8960049, -0.7102543;"{""coordinates"": [-0.7102543, 44.8960049], ""type"": ""Point""}";398;Z28CT9;BOUCLE;28;;2012-11-20T16:50:48+01:00;2012-11-20T16:51:04+01:00;Saint-Médard-en-Jalles;33449
44.833267, -0.5963175;"{""coordinates"": [-0.5963175, 44.833267], ""type"": ""Point""}";405;Z9CT6;BOUCLE;9;43;2012-11-20T17:05:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8333594, -0.5968623;"{""coordinates"": [-0.5968623, 44.8333594], ""type"": ""Point""}";408;Z9CT9;BOUCLE;9;30;2012-11-20T17:08:12+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8332866, -0.6018416;"{""coordinates"": [-0.6018416, 44.8332866], ""type"": ""Point""}";409;Z9CT11;BOUCLE;9;63;2012-11-20T17:09:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8411897, -0.6436765;"{""coordinates"": [-0.6436765, 44.8411897], ""type"": ""Point""}";419;Z7CT2;BOUCLE;7;31;2012-11-20T17:23:56+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8400676, -0.6399421;"{""coordinates"": [-0.6399421, 44.8400676], ""type"": ""Point""}";421;Z7CT12;BOUCLE;7;36;2012-11-20T17:25:32+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8353441, -0.5751057;"{""coordinates"": [-0.5751057, 44.8353441], ""type"": ""Point""}";425;Z2CT1;BOUCLE;2;20;2012-11-20T17:37:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8350142, -0.5756565;"{""coordinates"": [-0.5756565, 44.8350142], ""type"": ""Point""}";426;Z2CT10;BOUCLE;2;25;2012-11-20T17:40:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8349896, -0.5744029;"{""coordinates"": [-0.5744029, 44.8349896], ""type"": ""Point""}";427;Z2CT18;BOUCLE;2;0;2012-11-20T17:40:56+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8349239, -0.5725545;"{""coordinates"": [-0.5725545, 44.8349239], ""type"": ""Point""}";429;Z2CT16;BOUCLE;2;42;2012-11-20T17:42:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8342954, -0.5756362;"{""coordinates"": [-0.5756362, 44.8342954], ""type"": ""Point""}";430;Z2CT6;BOUCLE;2;0;2012-11-20T17:43:00+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8347765, -0.5780099;"{""coordinates"": [-0.5780099, 44.8347765], ""type"": ""Point""}";432;Z2CT15;BOUCLE;2;26;2012-11-20T17:45:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8345263, -0.5783005;"{""coordinates"": [-0.5783005, 44.8345263], ""type"": ""Point""}";433;Z2CT19;BOUCLE;2;0;2012-11-20T17:46:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8360725, -0.5668716;"{""coordinates"": [-0.5668716, 44.8360725], ""type"": ""Point""}";436;Z2CT3;BOUCLE;2;42;2012-11-20T17:48:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8361237, -0.5664178;"{""coordinates"": [-0.5664178, 44.8361237], ""type"": ""Point""}";437;Z2CT17;BOUCLE;2;29;2012-11-20T17:49:12+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8375771, -0.5665184;"{""coordinates"": [-0.5665184, 44.8375771], ""type"": ""Point""}";440;Z2CT20;BOUCLE;2;14;2012-11-20T17:52:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8364488, -0.5651526;"{""coordinates"": [-0.5651526, 44.8364488], ""type"": ""Point""}";441;Z2CT21;BOUCLE;2;14;2012-11-20T17:53:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8359343, -0.5824028;"{""coordinates"": [-0.5824028, 44.8359343], ""type"": ""Point""}";447;Z2CT23;BOUCLE;2;16;2012-11-20T18:00:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8358328, -0.5839379;"{""coordinates"": [-0.5839379, 44.8358328], ""type"": ""Point""}";448;Z2CT7;BOUCLE;2;18;2012-11-20T18:02:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8356711, -0.5841442;"{""coordinates"": [-0.5841442, 44.8356711], ""type"": ""Point""}";449;Z2CT8;BOUCLE;2;;2012-11-20T18:03:36+01:00;2012-11-20T18:03:48+01:00;Bordeaux;33063
44.8377188, -0.5813609;"{""coordinates"": [-0.5813609, 44.8377188], ""type"": ""Point""}";450;Z201CT12;BOUCLE;2;26;2012-11-20T18:04:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8371741, -0.5782184;"{""coordinates"": [-0.5782184, 44.8371741], ""type"": ""Point""}";452;Z201CT2;BOUCLE;2;0;2012-11-20T18:06:56+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8479412, -0.5707219;"{""coordinates"": [-0.5707219, 44.8479412], ""type"": ""Point""}";460;Z1CT1;BOUCLE;1;22;2012-11-20T18:34:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8492229, -0.5702856;"{""coordinates"": [-0.5702856, 44.8492229], ""type"": ""Point""}";462;Z1CT10;BOUCLE;1;26;2012-11-20T18:36:16+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8541722, -0.5657623;"{""coordinates"": [-0.5657623, 44.8541722], ""type"": ""Point""}";465;Z1CT14;BOUCLE;1;20;2012-11-20T18:40:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8445919, -0.5705931;"{""coordinates"": [-0.5705931, 44.8445919], ""type"": ""Point""}";466;Z1CT3;BOUCLE;1;4;2012-11-20T18:42:56+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
